id,ten_san_pham,danh_muc,gia_ban,gia_goc,so_luong_da_ban,diem_danh_gia,so_luot_nhan_xet,dia_diem_kho,ton_kho,thuong_hieu,link_san_pham,so_luong_ban_trong_ngay,doanh_thu_ngay
3102041024,Giày thể thao nam Nike Zoom Vomero 5 - BLACK,Giày chạy bộ nam,4699000,4699000,68,4.619047619,21,Thành phố Hồ Chí Minh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102041024.html,3,14097000.0
3307902533,Giày thể thao Nam Nike Pegasus Trail 5 GORE-TEX Men's Waterproof Trail Running Shoes - BLACK,Giày chạy bộ nam,4999000,4999000,6,5.0,2,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307902533.html,0,0.0
3307893647,Giày thể thao Nam Nike Pegasus Trail 5 GORE-TEX Men's Waterproof Trail Running Shoes - BLACK,Giày chạy bộ nam,4999000,4999000,5,5.0,2,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307893647.html,0,0.0
3307947401,Giày thể thao Nam Nike Metro Tek Men's Shoes - SANDDRFIT,Giày chạy bộ nam,2349000,2349000,6,5.0,3,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307947401.html,0,0.0
3307944370,Giày thể thao Nam Nike Quest 6 Men's Road Running Shoes - BLACK,Giày chạy bộ nam,2349000,2349000,5,5.0,1,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307944370.html,0,0.0
3307974062,Giày thể thao Nam Nike Air Max 90 Men's Shoes - WHITE,Giày chạy bộ nam,3519000,3519000,7,5.0,2,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307974062.html,0,0.0
3132858912,Giày thể thao Nike P-6000 SE Men's Shoes,Giày chạy bộ nam,3239000,3239000,35,5.0,9,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132858912.html,0,0.0
3102041023,Giày thể thao nam Road Running Nike Interact Run EasyOn - BLACK,Giày chạy bộ nam,2231000,2349000,40,5.0,7,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102041023.html,0,0.0
3101909586,Giày thể thao nam Road Running Nike Interact Run - WHITE,Giày chạy bộ nam,2231000,2349000,48,5.0,5,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3101909586.html,0,0.0
3307909560,Giày thể thao Nam Nike Metro Tek Men's Shoes - LIGHT ARMY,Giày chạy bộ nam,2349000,2349000,5,5.0,2,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307909560.html,0,0.0
3102026069,Giày thể thao nam Road Running Nike Interact Run - GREY,Giày chạy bộ nam,2231000,2349000,11,5.0,6,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102026069.html,0,0.0
3102043021,Giày thể thao nam Nike V5 RNR - WHITE,Giày chạy bộ nam,2516000,2649000,46,4.875,8,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102043021.html,0,0.0
3307861845,Giày thể thao Nam Nike Journey Run Men's Road Running Shoes - WHITE,Giày chạy bộ nam,2649000,2649000,0,,0,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307861845.html,0,0.0
2748220562,Giày Thể Thao Nike Men's Interact Run Road Running Shoes - Black,Giày chạy bộ nam,2349000,2349000,80,4.7857142857,14,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748220562.html,0,0.0
3133057059,Giày thể thao Nike Revolution 8 Men's Road Running Shoes,Giày chạy bộ nam,1909000,1909000,42,4.7727272727,22,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3133057059.html,0,0.0
3307869791,Giày thể thao Nam Nike Air Max 90 Men's Shoes - BLACK,Giày chạy bộ nam,3519000,3519000,25,5.0,5,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307869791.html,2,7038000.0
